AreaOccupied_AreaOccupied_GreenDAPI,AreaOccupied_AreaOccupied_RedDAPI,AreaOccupied_AreaOccupied_RedGreen,AreaOccupied_Perimeter_GreenDAPI,AreaOccupied_Perimeter_RedDAPI,AreaOccupied_Perimeter_RedGreen,AreaOccupied_TotalArea_GreenDAPI,AreaOccupied_TotalArea_RedDAPI,AreaOccupied_TotalArea_RedGreen,Classify_Children_GreenObjects_Count_Bin_1_NumObjectsPerBin,Classify_Children_GreenObjects_Count_Bin_1_PctObjectsPerBin,Classify_Children_GreenObjects_Count_Bin_2_NumObjectsPerBin,Classify_Children_GreenObjects_Count_Bin_2_PctObjectsPerBin,Classify_Children_GreenObjects_Count_Bin_3_NumObjectsPerBin,Classify_Children_GreenObjects_Count_Bin_3_PctObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_1_NumObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_1_PctObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_2_NumObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_2_PctObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_3_NumObjectsPerBin,Classify_Children_RedObjects_Count1_Bin_3_PctObjectsPerBin,Classify_Children_RedObjects_Count_Bin_1_NumObjectsPerBin,Classify_Children_RedObjects_Count_Bin_1_PctObjectsPerBin,Classify_Children_RedObjects_Count_Bin_2_NumObjectsPerBin,Classify_Children_RedObjects_Count_Bin_2_PctObjectsPerBin,Classify_Children_RedObjects_Count_Bin_3_NumObjectsPerBin,Classify_Children_RedObjects_Count_Bin_3_PctObjectsPerBin,Count_GreenDAPI,Count_GreenObjects,Count_Nuclei,Count_RedDAPI,Count_RedGreen,Count_RedObjects,FileName_DAPI,ImageNumber,Metadata_FileLocation
454057.0,391234.0,358513.0,84079.0,69535.0,66096.0,1048576.0,1048576.0,1048576.0,0,0.0,0,0.0,399,67.6271186441,0,0.0,0,0.0,334,56.6101694915,0,0.0,0,0.0,353,66.1048689139,553.0,534.0,590.0,501.0,471.0,441.0,160921_HS401_Diff24_D16_O_LMX1A_FOXA2_20-1.lsm,1,file:/home/enrique/Documents/cellprofiler/Kaneyasu/160921_HS401_Diff24_D16_O_LMX1A_FOXA2_20-1.lsm
547158.0,507042.0,469801.0,100658.0,92920.0,85530.0,1048576.0,1048576.0,1048576.0,0,0.0,0,0.0,455,65.9420289855,0,0.0,0,0.0,429,62.1739130435,0,0.0,0,0.0,413,66.3987138264,662.0,622.0,690.0,647.0,575.0,542.0,160921_HS401_Diff24_D16_O_LMX1A_FOXA2_20-2.lsm,2,file:/home/enrique/Documents/cellprofiler/Kaneyasu/160921_HS401_Diff24_D16_O_LMX1A_FOXA2_20-2.lsm
542262.0,594437.0,522815.0,129673.0,134427.0,122322.0,1048576.0,1048576.0,1048576.0,0,0.0,0,0.0,877,69.0551181102,0,0.0,0,0.0,947,74.5669291339,0,0.0,0,0.0,877,78.7253141831,1218.0,1114.0,1270.0,1256.0,1109.0,1191.0,170209_H9_Diff27-3_D17_LMX1A_FOXA2_10-1.lsm,3,file:/home/enrique/Documents/cellprofiler/Kaneyasu/170209_H9_Diff27-3_D17_LMX1A_FOXA2_10-1.lsm
531956.0,639621.0,538381.0,125597.0,136481.0,122126.0,1048576.0,1048576.0,1048576.0,0,0.0,0,0.0,889,70.7239459029,0,0.0,0,0.0,981,78.0429594272,0,0.0,0,0.0,766,71.1895910781,1208.0,1076.0,1257.0,1251.0,1070.0,1307.0,170209_H9_Diff27-3_D17_LMX1A_OTX2_10-1.lsm,4,file:/home/enrique/Documents/cellprofiler/Kaneyasu/170209_H9_Diff27-3_D17_LMX1A_OTX2_10-1.lsm
